epoch,train_loss,train_acc,val_loss,val_acc
1,3.675151500615988,0.09431306306306306,3.442868463269941,0.12875375375375375
2,3.4952401398896455,0.11617867867867868,3.461104253390888,0.125
3,3.2185159581559555,0.1579391891891892,3.0050471358829074,0.19632132132132132
4,3.020942575580723,0.18093093093093093,2.96460761537065,0.21133633633633633
5,2.8976414876657204,0.21152402402402404,2.733166590109244,0.25487987987987987
